Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2011,08/31/2011,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,1st Turn,Racing,Harness,Clear/Hot,Art Aficionado,ROBERT T. LOUNSBURY,BRUCE A. ALDRICH JR,Art Aficionado-Tr. Robert Lounsberry-Equipment broke-DNF-must requalify,Steward's List
2013,05/29/2013,RACING INJURY,Monticello Raceway & Mighty M Gaming, ,Racing,Harness, ,GIN AND VERMOUTH,ROBERT T. LOUNSBURY,BRUCE A. ALDRICH JR,Gin and Vermouth-Tr. Robert Lounsbury-pulled up-DNF-vet exam detected A Fib,Steward's List
2012,05/22/2012,ACCIDENT - IN STARTING GATE,Finger Lakes Gaming & Racetrack,"Main Track, Gate",Racing,Thoroughbred,,Call Tiger,JAMES G. KETTELL,EMANUEL DE DIEGO,Call Tiger-Tr. James Kettell-horse's head trapped between bars & started late-declared non-starter-no injuries reported,Accident
2011,10/19/2011,STEWARDS/VETS LIST,Belmont Park (NYRA),1/4 Pole,Racing,Thoroughbred,Rain 50-60*,Girl of Pangaea,SCOTT J. VOLK,JOSE LEZCANO,Girl of Pangaea-Tr. Scott Volk-ambulanced off-did not like muddy track-no injuries reported- retired, 
2011,10/22/2011,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,First turn,Racing,Harness,Cloudy 50-55: Degrees F,Sharkety,SAMUEL J. SCHILLACI,JAMES J. STEVENS, Sharkety-Tr. Sam Schillaci-suffered cuts & abrasions-turned out- Ryan Elite-Tr. Cheryl McGivern&Bad Hat Harry-Tr. David Byer-no injuries reported,Steward's List
2012,09/23/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, NA",Racing,Harness,Clear 60 to 65 : degrees F,Bettor B Genuine,SAMUEL J. SCHILLACI,WALTER J. HENNESSEY,Bettor B Genuine-Tr. Samuel Schillaci-favoring LF-vet exam revealed off in LF & sore-scratched-DNR,Steward's List
2011,10/22/2011,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,First turn,Racing,Harness,Cloudy 50-55: Degrees F,Ryan Elite,CHERYL A. MCGIVERN,MICHAEL E. MCGIVERN, Sharkety-Tr. Sam Schillaci-suffered cuts & abrasions-turned out- Ryan Elite-Tr. Cheryl McGivern&Bad Hat Harry-Tr. David Byer-no injuries reported,Accident
2012,07/21/2012,EQUINE DEATH,Tioga Downs,Backstretch,Non-Racing,Harness,,Kemper Hall,RONALD J. BURKE BLANK, ,Kemper Hall - Tr. Ronald Burke - intestinal lymphoma - euthanized,Equine Death
2009,04/01/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,MR,Racing,Harness,Raining/cool,Misty Moonlight,GARY L. MESSENGER, ,Misty Moonlight-Tr. Gary Messenger-lower LR leg breakage-surgery-stall rest-back to racing, 
2012,09/16/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, NA",Racing,Harness,Clear 60 to 65 : degrees F,Here Comes Doodles,DAVID M. DEWHURST,JAMES J. DEVAUX,Here Comes Doodles-Tr. David Dewhurst-horse refused gate-DNR-scratched-must requalify,Steward's List
2011,08/31/2011,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Start,Racing,Harness,Cloudy,Princess Lindsay,MATTHEW L. BUTCHER JR,CHRISTOPHER H. LONG,Princess Lindsay-Tr. Matthew Butcher-refused to come to start car-ran loose-scratched-no injuries reported-horse retired,Steward's List
2012,10/24/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock,Non-Racing,Harness,Cloudy 50 to 55 : degrees F,Pick A Trail,CLAUDE L. HUCKABONE III, ,Pick A Trail-Tr. Claude Huckabone III-swelling noticed-vet check revealed injury to R/F flexor tendon-scratched,Steward's List
2012,06/24/2012,RACING INJURY,Saratoga Gaming & Raceway,"Main Track, Backstretch",Racing,Harness,Clear 80 to 85 : degrees F,Vicktor,MORRIS A. NASSIVERA,BRIAN E. WALKER,Vicktor - Tr. Morris Nassivera - pulled up - DNF - LR Lameness,Lameness
2011,09/09/2011,STEWARDS/VETS LIST,Yonkers Raceway,3/4 Pole,Racing,Harness,Clear,Lightning Dragon,ETTORE ANNUNZIATA,JASON J. BARTLETT,Lightning Dragon-Tr. Ettore Annunziata DNF-Sore left front - old suspensory issue.,Steward's List
2012,12/10/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn Area,Non-Racing,Thoroughbred,Cloudy 45 to 50 : degrees F,Iberian Gate,RICHARD M. DEMOLA, ,Iberian Gate-Tr. Richard Demola-severe osteoarthritis LF ankle-euthanized,Equine Injury / Equine Death
2013,04/20/2013,EQUINE DEATH,Belmont Park (NYRA),1/8 Pole Training Track,Training,Thoroughbred, ,3 Yr Old Colt (Triple Brook),JOHN T. TOSCANO JR, ,3 Yr Old Colt (Triple Brook) - Tr. John Toscano  Jr. - Fx R Shoulder - euthanized,Euthanasia
2012,06/30/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Hazy above 90 : degrees F,Stormy Success,JOHN T. TOSCANO JR,JOSE (CARLOS) C. MONTALVO,Stormy Success-Tr. John Toscano-pulled up-ambulanced off-grabbed L quarter-back in training,Steward's List
2011,09/05/2011,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),3/8 pole,Racing,Thoroughbred,68* cloudy,J C's Pride,ROBERT A. BARBARA,JOSE LEZCANO,J C's Pride-Tr. Robert Barbara-bumped another horse-pulled up-ambulanced off-bruise R ankle,Steward's List
2013,01/13/2013,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, AT THE START ",Racing,Thoroughbred,Mostly Cloudy 55 to 60 : degrees F,MAC'S INK,ROBERT A. BARBARA,PABLO MORALES,Mac's Ink-Tr. Robert Barbara-stumbled at start- grabbed left quarter- unseating rider,Steward's List
2012,10/30/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,Miss Rumpus,MICHAEL(ANTHONY) A. FERRARO, ,Miss Rumpus-Tr. Michael Ferraro-profuse diarrhea resulting in toxic shock & colic-euthanized,Equine Death
2013,01/11/2013,EQUINE DEATH,Belmont Park (NYRA),"Training Track, 1/8 Pole",Training,Thoroughbred,Cloudy 40 to 45 : degrees F,Kid Flatter,DANIEL H. CONWAY JR, ,Kid Flatter-Tr. Daniel Conway-fx RF leg while breezing-euthanized on training track,Equine Injury / Equine Death
2011,09/05/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/8 Pole,Racing,Thoroughbred, ,KIM'S DREAM,DANIEL H. CONWAY JR,LUIS E. PEREZ,Kim's Dream-Tr. Daniel Conway-collapsed & died on track-cardiovascular collapse,Equine Death
2012,05/09/2012,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,"Main Track, Finish of Race",Racing,Thoroughbred,,Touchdowntony,DANIEL H. CONWAY JR,JOEL CRUZ,Touchdowntony-Tr. Daniel Conway-pulled up-ambulanced off-LR lameness,Steward's List
2012,05/06/2012,FALL OF RIDER,Belmont Park (NYRA),Widener Turf-Finish of Race,Racing,Thoroughbred,Partly Cloudy 60 to 65 : degrees F,Lady's Lunar Luck,DANIEL H. CONWAY JR,DAVID COHEN,Lady's Lunar Luck-Tr. Daniel Conway-stumbled unseating rider (D. Cohen)-horse uninjured-rider sustained R ankle injury-ambulanced off,Accident
2012,09/03/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Mellon Turf, Finish of Race",Racing,Thoroughbred,Clear 75 to 80 : degrees F,Mad With Fever,RICHARD J. LUGOVICH,WILMER GARCIA,Mad With Fever-Tr. Richard Lugovich-unseated rider & ran loose jumping rail-no injuries to horse-rider (Wilmer Garcia) ambulanced to 1st aid,Accident
2012,12/13/2012,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, 1/4 Pole",Racing,Thoroughbred,Partly Cloudy 30 to 40 : degrees F,Shea Goodbye,KARL M. GRUSMARK,JACQUELINE A. DAVIS,Shea Goodbye-Tr. Karl Grusmark-pulled up-ambulanced off-apparent locked stifle but fine-must requalify,Equine Injury
2012,10/02/2012,RACING INJURY,Finger Lakes Gaming & Racetrack,"Main Track, 3/8 Pole",Racing,Thoroughbred,Partly Cloudy 60 to 65 : degrees F,Thunder Reigns,KARL M. GRUSMARK,JOEL SONE,Thunder Reigns-Tr. K. Grusmark-pulled up-ambulanced off-vet checked-bowed tendon-retired,Equine Injury
2011,09/17/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/4 Pole,Racing,Thoroughbred, ,BRIGHTROCK,KARL M. GRUSMARK,JOEL SONE,Brightrock-Tr. Karl Grusmark-fx LF sesamoid-euthanized,Euthanasia
2012,08/07/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock,Racing,Harness,Clear 75 to 80 : degrees F,Whatamach,FRANCIS RAIA II, ,Whatamach-Tr. Fran Raia-scratched due to illness-requalified 3 days later,Steward's List
2012,02/03/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA),"Inner Track, 3/8 Pole",Racing,Thoroughbred,Clear 40 to 45 : degrees F,Sheeds Paisley,JAMES M. HOOPER,JUNIOR R. ALVARADO,Sheeds Paisley-Tr. James Hooper-fell unseating rider-suffered fx LF cannon bone-euthanized,Equine Death
2011,09/02/2011,EQUINE DEATH,Tioga Downs,Barn,Non-Racing,Harness,Fair,Spicey's Stud,ALICE D. SZPILA, ,Spicey's Stud-Tr. Alice Szpila-post-op complications or possible Patomac Fever-euthanized,Euthanasia
2011,08/15/2011,RACING INJURY,Tioga Downs,Main Track - Gate,Racing,Harness,Rain 65-70* - Sloppy,Spicey's Stud,ALICE D. SZPILA,ROBERT TISBERT,Spicey's Stud-Tr.  Alice Szpila-pulled up-grabbed RF quarter-abrasion RF quarter-wound treated,Injury
2013,05/27/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,Kodiak Kid,JOSEPH J. RAPOSA, ,Kodiak Kid-Tr. Joe Raposa-severe colic-unresponsive to medical treatment-euthanized,Equine Death
2011,09/18/2011,EQUINE DEATH,Belmont Park (NYRA),1/2 pole,Racing,Thoroughbred,65* Clear,Royal Majesty,PETER R. WALDER,ALEX O. SOLIS,Royal Majesty-Tr. Peter Walder-ambulanced off-fx both RF sesamoids-euthanized,Euthanasia
2011,10/03/2011,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,3/8 Pole,Racing,Thoroughbred, ,ONE FORTY,JONATHAN B. BUCKLEY,RODOLFO IGNACIO,One Forty-Tr. Jonathan Buckley-pulled up-ambulanced off-lame L hind-referred to vet for re-examination,Steward's List
2013,06/20/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/16 Pole,Racing,Thoroughbred,Sunny and warm,Love Our Grandkids,GEORGE S. BEECH,EMANUEL DE DIEGO,Love Our Grandkids-Tr. George S. Beech-fell-vanned off-RF swelling-developed severe cellulitis RF lower leg-signs of laminitis LF leg-euthanized 6 days later,Injury
2012,10/11/2012,EQUINE DEATH,Vernon Downs,"Main Track, 3/8 Pole",Racing,Harness,Clear 45 to 50 : degrees F,HD Renna,SEAN M. CAMPBELL,TRUMAN E. GALE,HD Renna-Tr. Sean Campbell-fx shoulder-euthanized  Lovely Kiss-Tr. Deedra Johnson-(Also See Case #25.13) uninjured-hooked wheels-both horses went down-unseating drivers-no other injuries reported,Equine Death
2011,09/14/2011,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Going to 3/4 pole,Racing,Harness,Cloudy/Warm,Most of The Time,SEAN M. CAMPBELL,BRUCE A. ALDRICH JR,Most Of The Time-Tr. Sean Campbell - DNF - throat problem - must requalify, 
2011,12/12/2011,RACING INJURY,Monticello Raceway & Mighty M Gaming,"Main Track, Head of the Stretch",Racing,Harness,30 to 40 : degrees F,HD NORTHELLA,SEAN M. CAMPBELL,MICHAEL A. FORTE,HD Northella-Tr. Sean Campbell-pulled up-DNF-walked back to paddock-suspected RF coffin crack-x-ray to be taken,Equine Injury
2012,06/13/2012,RACING INJURY,Saratoga Gaming & Raceway,"Main Track, 5/8 Pole",Racing,Harness,Clear 60 to 65 : degrees F,Lima Thunder,BRIAN E. WALKER,W HENNESSEY,Lima Thunder - Tr. Brian Walker - pulled up - ambulanced off - lameness due to fx of RR cannon bone - horse will be rested 6 months,Equine Injury
2013,01/13/2013,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Mostly Cloudy 50 to 55 : degrees F,Opus A,RICHARD A. VIOLETTE JR,RAMON A. DOMINGUEZ,Opus A-Tr. Richard Violette-vanned off track- re injured RF sesamoid FX- retired,Steward's List
2011,10/15/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn #7,Non-Racing,Thoroughbred, ,October First,RICHARD A. VIOLETTE JR, ,October First-Tr. Richard  Violette-sudden death from adverse drug treatment reaction,Equine Death
2012,09/18/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA), ,Training,Thoroughbred, ,Spurious Precision,RICHARD A. VIOLETTE JR, ,Spurious Precision-Tr. Rick Violette  Jr.-pulled up-ambulanced off-fx L knee-to clinic for surgery-injury unrepairable-euthanized,Equine Death
2012,12/31/2012,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Start",Racing,Thoroughbred,Mostly Cloudy 20 to 30 : degrees F,Bail Out the Banks,RICHARD A. VIOLETTE JR,IRAD ORTIZ JR,Bail Out the Banks-Tr. Richard Violette-reared at start-unseating rider-ran loose to barn area-no injuries reported,Steward's List
2012,08/11/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,,Racing,Harness,Cloudy 80 to 85 : degrees F,Majestic Art,WILLIAM M. ADAMCZYK, ,Majestic Art-Tr. William Adamczyk-scratched due mild colic-must requalify,Steward's List
2013,01/07/2013,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,"Main Track, 1/4 Pole",Racing,Harness,,Blue Mermaid,JULIE A. WORKING,MICHAEL A. FORTE,Blue Mermaid-Tr. Julie Working-pulled up-fx LH leg-euthanized on track,Equine Death
2012,05/09/2012,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,"Main Track, 5/8 Pole",Racing,Harness,Hazy 65 to 70 : degrees F,Premier Camelot,ARTHUR E. GREEN,KYLE W. DIBENEDETTO,Premier Camelot-Tr. Arthur Green-pulled up and stopped-atrial fibrillation-rest & rhythm reverted to normal-must requalify,Steward's List
2011,12/09/2011,STEWARDS/VETS LIST,Yonkers Raceway,"Main Track, 3/4 Pole",Racing,Harness,Clear 50 to 55 : degrees F,Ball McCartney N,ARTHUR E. GREEN,JASON J. BARTLETT,Ball McCartney N-Tr. Arthur Green-pulled up-DNF-Atrial Fibrillation,Steward's List
2011,10/22/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/8 Pole,Racing,Thoroughbred, ,MAZARA DEL VALLO,BRUCE D. ANDERSON,NEFTALI O. PEREZ,Mazara Del Vallo-Tr. Bruce Anderson-fx R sesamoids-euthanized,Euthanasia
2013,04/07/2013,FALL OF HORSE,Aqueduct Racetrack (NYRA),1st Turn,Racing,Thoroughbred, ,Katie Malone,STEVE N. KLESARIS,JOHN VELASQUEZ,Katie Malone-Tr. Steve Klesaris-clipped heels and fell unseating rider-no injuries to horse-rider Velasquez taken to hospital, 
2012,06/03/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, 1/8 Pole",Racing,Thoroughbred,Cloudy 60 to 65 : degrees F,Youwontseeme,STEVE N. KLESARIS,RAJIV C. MARAGH,Youwontseeme-Tr. Steve Klesaris-eased inside 1/8 pole-DNF-walked off track-bruised hip coming out of the gate-checked out fine,Steward's List
2013,03/13/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock,Racing,Harness,Cloudy 35 to 40 degrees F,Curtsy Hanover,PAUL L. KELLEY, ,Curtsy Hanover - Tr. Paul Kelley- vet check requested - horse ill - scratched,Steward's List
2011,09/17/2011,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,on ramp from paddock,Racing,Harness,Clear,Tala Lady,BRIAN M. CROSS,HERMANN D. HOBBS JR, Tala Lady - Trainer Brian Cross - Fell on ramp to track - scratched - minor bleed to mouth - otherwise uninjured,Steward's List
2011,11/14/2011,RACING INJURY,Finger Lakes Gaming & Racetrack,"Main Track, First Turn",Racing,Thoroughbred,,Fiddlers Zephyr,JONATHAN B. BUCKLEY,GABRIEL J. SUAREZ,Fiddlers Zephyr-Tr. Jonathan Buckley-lost action behind unseating rider-sustained abrasions RF leg-to farm-no longer racing,Injury
2012,08/10/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Grunge Girl,JONATHAN B. BUCKLEY,GABRIEL J. SUAREZ,Grunge Girl-Tr. Jon Buckley-exam revealed fx R knee-euthanized,Equine Death
2011,08/26/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,TITLETOWN TIGER,JONATHAN B. BUCKLEY,GUARIONEX RIVERA,Titletown Tiger-Tr. Jonathan B. Buckley-fx RF sesamoid-euthanized,Euthanasia
2011,10/09/2011,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock,Racing,Harness,Sunny,Rambling Melody,PAUL J. BISHOP,PAUL J. BISHOP,Rambling Melody -Tr. Paul Bishop-flipped entering paddock-sustained minor injuries-scratched,Steward's List
2013,05/01/2013,ACCIDENT - TAGGED SULKY,Monticello Raceway & Mighty M Gaming,7/8 pole,Racing,Harness,Clear,Dan Chaz,BRUCE A. ALDRICH JR,BRUCE A. ALDRICH JR,South Park Kid-Tr. Rock Vinci-hopple hanger broke-horse fell-unseated driver who was treated and released; Dan Chaz-Tr. Bruce Aldrich-unseated driver avoiding accident-both bikes tagged-no injuries to horses-,Accident
2012,06/23/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, Warm-up",Racing,Harness,Clear 75 to 80 : degrees F,Bet Together,JOHN R. CROSS,BRIAN M. CROSS,Bet Together-Tr. John Cross-came up lame LF prior to race-DNR-scratched,Steward's List
2012,06/07/2012,RACING INJURY,Saratoga Gaming & Raceway,"Main Track, 5/8 Pole",Racing,Harness,Cloudy 55 to 60 : degrees F,Galley Raider,GARY M. MATTISON,BRIAN K. MATTISON,Galley Raider - Tr. Gary Mattison - pulled up - DNF - LF lameness - bowed tendon - horse to be turned out,Equine Injury
2012,08/04/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Inner Turf, 1/4 Pole",Racing,Thoroughbred,Clear 85 to 90 : degrees F,Riverdance Rock,TIMOTHY A. HILLS,KEIBER COA,Riverdance Rock-Tr. Timothy Hills-bolted and unseated rider-no injuries reported,Accident
2011,12/30/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),Inner Track,Racing,Thoroughbred, ,Dreamin of Silver,TIMOTHY A. HILLS,JUNIOR R. ALVARADO,Dreamin of Silver-Tr. Timothy Hills-pulled up-ambulanced off-fx R forelimb-euthanized next day,Euthanasia
2011,08/31/2011,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,1/16 pole,Racing,Harness,Clear/Hot,Malmo Boy,WILLIAM L. PARKER JR,WILLIAM L. PARKER JR,Malmo Boy-Tr. William Parker-refused to pace-DNF-must requalify,Steward's List
2013,06/02/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Rain 78 degrees,Edit,PATRICIA N. SUMNER, ,Edit-Trainer Patricia Sumner-RR lameness-scratched,Steward's List
2012,02/16/2012,ACCIDENT - IN STARTING GATE,Aqueduct Racetrack (NYRA),"Inner Track, Starting gate",Racing,Thoroughbred,Rain 40 to 45 : degrees F,Zippy Kitty,ASSAF RONEN,DENNIS CARR,Zippy Kitty-Tr. Assaf Ronen-flipped in gate-scratched-no injuries reported,Steward's List
2011,12/22/2011,EQUINE DEATH,Belmont Park (NYRA),Barn Area,Non-Racing,Thoroughbred,Mostly Cloudy 45 to 50 : degrees F,Moody Majesty,ASSAF RONEN, ,Moody Majesty-Tr. Assaf Ronen-severe RF laminitis-euthanized,Euthanasia
2012,06/16/2012,ACCIDENT - DRIVER/JOCKEY,Belmont Park (NYRA),"Widener Turf, Starting Gate",Racing,Thoroughbred,Clear 70 to 75 : degrees F,Gamblin Fever,ASSAF RONEN,MAYLAN L. STUDART,Maylan Studart while riding Gamblin Fever - Tr. Assaf Ronen - injured foot leaving starting gate, 
2012,04/19/2012,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Post Parade,Racing,Thoroughbred,Clear 55 to 60 : degrees F,Zippy Kitty,ASSAF RONEN,SIMON P. HUSBANDS,Zippy Kitty-Tr. Assaf Ronen-unseated rider-ran off-scratched-no injuries reported,Steward's List
2013,05/18/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-up,Racing,Harness,60 Degrees Cloudy,Wildsville,KENNETH N. ANDERSEN,KENNETH N. ANDERSEN,Wildsville - Tr. Kenneth Anderson - trainer notice LR lameness - Vet checked - Scratched,Steward's List
2013,02/07/2013,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Cloudy 20 to 30 : degrees F,Pure Afleet,NICK CANANI,CHANNING R. HILL,Pure Afleet-Tr. Nick Canani-never raced in contention-eased up-walked off,Equine Injury
2012,08/13/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, 1/8 Pole",Racing,Thoroughbred,Partly Cloudy 80 to 85 : degrees F,Sumo,NICK CANANI,JOEL ROSARIO,Sumo-Tr. Nick Canani-eased up-DNF-walked off track-over distanced-no injuries reported, 
2012,03/23/2012,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, 1/8 Pole",Racing,Thoroughbred,Clear 65 to 70 : degrees F,Walkinonbroadway,GEORGE A. TOPEY,JAIME RODRIGUEZ,Walkinonbroadway-Tr. George Topey-was eased into stretch-bled-must requalify,Steward's List
2012,03/17/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA),"Inner Track, 1/16 pole",Racing,Thoroughbred,Clear 50 to 55 : degrees F,Deferred Risk,JASON SERVIS,RYAN A. CURATOLO,Deferred Risk-Tr. Jason Servis-fell unseating rider & fx RF cannon bone & sesamoids-euthanized,Euthanasia
2013,03/30/2013,EQUINE DEATH,Belmont Park (NYRA),Stall/Barn,Non-Racing,Thoroughbred, ,You Look Mahvelous,JASON SERVIS, ,You Look Mahvelous-Tr. Jason Servis-sustained injury after being treated for phlebitis-euthanized, 
2013,06/13/2013,EQUINE DEATH,Belmont Park (NYRA),1/8 pole,Training,Thoroughbred, ,Mr. Valentine,JASON SERVIS, ,Mr. Valentine-Tr. Jason Servis -fx LF leg while breezing-euthanized,Euthanasia
2011,12/26/2011,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,"Main Track, Home Stretch",Racing,Harness,Cloudy 30 to 40 : degrees F,Bastet Goddess,ELISHA A. LAFRENIERE,MICHAEL A. FORTE,Bastet Goddess - Tr. ElishaLafreniere - broke before start - pulled up - fx LH femur - euthanized,Equine Death
2013,04/18/2013,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,at the half,Racing,Harness, ,Buzzd on Sudzz,ELISHA A. LAFRENIERE,MICHAEL A. FORTE,Buzzd on Sudzz - Tr. Elisha LaFreniere - pulled up lame - DNF - walked off track,Steward's List
2013,01/09/2013,EQUINE DEATH,Belmont Park (NYRA),"Training Track, 3/8 Pole",Training,Thoroughbred,Mostly Cloudy 30 to 40 : degrees F,Baltimore Jack,RODRIGO A. UBILLO, ,Baltimore Jack-Tr. Rodrigo Ubillo-sustained fx RF leg while breezing-euthanized on track,Equine Injury / Equine Death
2012,06/20/2012,FALL OF RIDER,Belmont Park (NYRA),"Main Track, 3/8 Pole",Racing,Thoroughbred,Clear / Hazy 85 to 90 : degrees F,Bigger is Bettor,RODRIGO A. UBILLO,EDDIE CASTRO,Bigger is Bettor - Tr. Rodrigo Ubilio - Clipped heels unseating rider - minor cuts & bruises - still training - rider treated & released,Steward's List
2012,08/13/2012,STEWARDS/VETS LIST,Yonkers Raceway,"Main Track, First Turn",Racing,Harness,Clear 75 to 80 : degrees F,Villagio,ALLAN L. JOHNSON,GEORGE J. BRENNAN *,Villagio-Tr. Allan Johnson-broke after start-tripped & fell-sustained cuts  knees  nose  mouth-will resume racing when healed-must requalify-driver uninjured,Steward's List
